 -10.5 -2.5
 -10.25 -2.5
 -10. -2.5
 -9.75 -2.5
 -9.5 -2.5
 -9.25 -2.5
 -9. -2.5
 -8.75 -2.5
 -8.5 -2.5
 -8.25 -2.5
 -8. -2.5
 -7.75 -2.5
 -7.5 -2.5
 -7.25 -2.5
 -7. -2.5
 -6.75 -2.5
 -6.5 -2.5
 -6.25 -2.5
 -6. -2.5
 -5.75 -2.5
 -5.5 -2.5
 -5.25 -2.5
 -5. -2.5
 -4.75 -2.5
 -4.5 -2.5
 -4.25 -2.5
 -4. -2.5
 -3.75 -2.5
 -3.5 -2.5
 -3.25 -2.5
 -3. -2.5
 -2.75 -2.5
 -2.5 -2.5
 -2.25 -2.5
 -2. -2.5
 -1.75 -2.5
 -1.5 -2.5
 -1.25 -2.5
 -1. -2.5
 -0.75 -2.5
 -0.5 -2.5
 -0.25 -2.5
 0. -2.5
 0.25 -2.5
 0.5 -2.5
 0.75 -2.5
 1. -2.5
 1.25 -2.5
 1.5 -2.5
 1.75 -2.5
 2. -2.5
 2.25 -2.5
 2.5 -2.5
 2.75 -2.5
 3. -2.5
 3.25 -2.5
 3.5 -2.5
 3.75 -2.5
 4. -2.5
 4.25 -2.5
 4.5 -2.5
 4.75 -2.5
 5. -2.5
 5.25 -2.5
 5.5 -2.5
 5.75 -2.5
 6. -2.5
 6.25 -2.5
 6.5 -2.5
 6.75 -2.5
 7. -2.5
 7.25 -2.5
 7.5 -2.5
 7.75 -2.5
 8. -2.5
 8.25 -2.5
 8.5 -2.5
 8.75 -2.5
 9. -2.5
 9.25 -2.5
 9.5 -2.5
 9.75 -2.5
 10. -2.5
 10.25 -2.5
 10.5 -2.5
 10.75 -2.5
 11. -2.5
 11.25 -2.5
 11.5 -2.5
 11.75 -2.5
 12. -2.5
 12.25 -2.5
 12.5 -2.5
 12.75 -2.5
 13. -2.5
 13.25 -2.5
 13.5 -2.5
 13.75 -2.5
 14. -2.5
 14.25 -2.5
 14.5 -2.5
 14.75 -2.5
 15. -2.5
 15.25 -2.5
 15.5 -2.5
 15.75 -2.5
 16. -2.5
 16.25 -2.5
 16.5 -2.5
 16.75 -2.5
 17. -2.5
 17.25 -2.5
 17.5 -2.5
 17.75 -2.5
 18. -2.5
 18.25 -2.5
 18.5 -2.5
 18.75 -2.5
 19. -2.5
 19.25 -2.5
 19.5 -2.5
 19.75 -2.5
 20. -2.5
 20.25 -2.5
 20.5 -2.5
 20.75 -2.5
 21. -2.5
 21.25 -2.5
 21.5 -2.5
 21.75 -2.5
 22. -2.5
 22.25 -2.5
 22.5 -2.5
 22.75 -2.5
 23. -2.5
 23.25 -2.5
 23.5 -2.5
 23.75 -2.5
 24. -2.5
 24.25 -2.5
 24.5 -2.5
 24.75 -2.5
 25. -2.5


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


 0.15 0.
 0.10606602 0.10606602
 -6.5567085E-9 0.15
 -0.10606602 0.10606602
 -0.15 -1.3113417E-8
 -0.106066 -0.10606604
 1.7887322E-9 -0.15
 0.106066056 -0.10606598


